filename;test_name;test_id;issue_severity;issue_confidence;issue_cwe;issue_text;line_number;col_offset;line_range;more_info
code/webapp1.py;blacklist;B404;LOW;HIGH;;Consider possible security implications associated with subprocess module.;4;;[4];https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
